comd_one,comd_two,output
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 2e4 -InterruptEvent 0 -NGENProcess 4fc -Pipe 404 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 54c -InterruptEvent 0 -NGENProcess 530 -Pipe 544 -Comment  NGen Worker Process  ,Similar
"DrvInst.exe  2   211   ROOT\SYSTEM\0002   C:\WINDOWS\INF\oem86.inf   imdriver.inf:c14ce884ab02dec3:LnvAppFrmDevice_Install:1.1.19.6:root\imdriverv2,   4294f16df   00000000000001C4  ",DrvInst.exe  5   0   C:\WINDOWS\System32\DriverStore\FileRepository\vmusb.inf_amd64_2785f0612489e887\vmusb.inf   0   498e41427   00000000000001B8   WinSta0\Default  ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  386083c0bb590964d31b9d85c6cbda62 E0e4lJyy5EamNbmbHkymGA.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  8df7e2172cd18a54b140212cf0ab797e W0EqdJCs0k6/xPxTnDdsqQ.0.1.0.0.0 ,Similar
" c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  Microsoft.Office.Tools.Word.Implementation, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInViews\Microsoft.Office.Tools.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\system32\Windows.WARP.JITService.exe  2677834b-7cf9-49bf-a58f-2152c95ed846 S-1-15-2-3624051433-2125758914-1423191267-1740899205-1073925389-3782572162-737981194-2385269614-3243675-834220592-3047885450 S-1-5-21-16020293-282541685-632688529-351739 140 , C:\WINDOWS\system32\Windows.WARP.JITService.exe  55bbdeff-b1da-4a0c-ae5b-3c5f4e9cedd0 S-1-15-2-3624051433-2125758914-1423191267-1740899205-1073925389-3782572162-737981194-4256926629-1688279915-2739229046-3928706915 S-1-5-21-16020293-282541685-632688529-351739 568 ,Similar
 C:\WINDOWS\TEMP\4C9E01F5-F57D-4EAF-89D4-0999F370E7E2\dismhost.exe  {1DC361BA-F87E-4ACD-8208-3C1AE89EAF7E} , C:\WINDOWS\TEMP\A396AD61-98C2-4FFF-BE66-B1CE45A49EAB\dismhost.exe  {7EC186EB-071F-429A-BA7D-12FBC451F208} ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  98d4ece77c6a47e40c9fd93e5c6c6e8d 2toglbja6ku6nER4.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  992a39a7918b598d94af9e32aeb62db5 +foKjjxW1EqVLy7cP+cObQ.0.1.0.0.0 ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  b7a52cbd0215dc33672d0393b213c69c vGXQ9ObRykyrjCEVmB2Qqw.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  ed6c8d9dbcdec0f2e39f8f898e8cd879 3gfpgCbAwkaSp+pZ/WWpXA.0.1.0.0.0 ,Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 1b4 -InterruptEvent 0 -NGENProcess 1a8 -Pipe 1b0 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 3c0 -InterruptEvent 0 -NGENProcess 360 -Pipe 3ac -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS21bde055271f\study\PhD\things  to do.txt , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS21bde055271f\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=2\_sensor_id=85bd9b2f-cefb-45fe-9d39-36115b19f5d4\00d5664c-184b-417d-a79f-baa285453709.jsonl.gz ,Similar
aws help , C:\Program Files\Amazon\AWSCLIV2\aws.exe  ,Similar
 C:\WINDOWS\ccmcache\3u\ccmsetup.exe  /AutoUpgrade /UpgradePackageVersion  :  1 , C:\WINDOWS\ccmsetup\ccmsetup.exe  /runservice /AutoUpgrade /UpgradePackageVersion  :  1 /UpgradeWinTask ,Similar
 C:\Program Files\Amazon\AWSCLIV2\aws.exe  s3 sync  s3://ew1-rds-ds-prd-data-export-hy/data/events/_organization=university_of_helsinki/C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020 ,aws aws-shell ,Similar
DrvInst.exe  1   0   SWD\WPDBUSENUM\_??_USBSTOR#Disk&Ven_USB_2.0&Prod_Flash_Drive&Rev_8.07#1EA25BDB&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}         423f9833f   0000000000000000  ,DrvInst.exe  1   0   {FE36527A-8C07-4854-8AF7-BF40E7DF52F7}\JNPRVA\0001         4cc8a208f   0000000000000000  ,Similar
" c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Runtime.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInViews\Microsoft.Office.Tools.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 c:\Windows\syswow64\MsiExec.exe  -Embedding CE0A22B2DBC7422B27A29F5068CBC884 E Global\MSI0000 , C:\Windows\syswow64\MsiExec.exe  -Embedding CD365CA07290774388ED60021149F8E5 E Global\MSI0000 ,Similar
 C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\ace2016-kb4484431-fullfile-x86-glb.exe  /passive /norestart /quiet , C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\graph2016-kb4484513-fullfile-x86-glb.exe  /passive /norestart /quiet ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  d2fcf8af42ce08eb0ae5c60e680ba310 bLd6Y12pc0Cdf5b+Qf7V0A.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  ed6c8d9dbcdec0f2e39f8f898e8cd879 3gfpgCbAwkaSp+pZ/WWpXA.0.1.0.0.0 ,Similar
DrvInst.exe  1   0   {FE36527A-8C07-4854-8AF7-BF40E7DF52F7}\JNPRVA\0001         4cc8a208f   0000000000000000  ,DrvInst.exe  4   1   c:\programdata\lenovo\imcontroller\temp\installer\imdriver.inf   9   4294f16df   0000000000000164   WinSta0\Default   00000000000001B4   208   c:\programdata\lenovo\imcontroller\temp\installer  ,Similar
PIP install tensorflow --upgrade ,pip3 install tensorflow --upgrade ,Similar
aws help , C:\Program Files\Amazon\AWSCLIV2\aws.exe  ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  992a39a7918b598d94af9e32aeb62db5 +foKjjxW1EqVLy7cP+cObQ.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  b7a52cbd0215dc33672d0393b213c69c vGXQ9ObRykyrjCEVmB2Qqw.0.1.0.0.0 ,Similar
 C:\WINDOWS\system32\wevtutil.exe  um  C:\WINDOWS\CCM\ConfigMgrEvents.man  , wevtutil  um  C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulcore\1594813445\FSecureUltralightSDK.man  ,Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 54c -InterruptEvent 0 -NGENProcess 5a0 -Pipe 540 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 760 -InterruptEvent 0 -NGENProcess 7ac -Pipe 7cc -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\TEMP\D8B6F946-D492-4E87-815C-25A428A2F7F7\dismhost.exe  {2CE9E306-9D1F-470C-8515-3D9C7425E183} , C:\WINDOWS\TEMP\FF02D9C5-A036-41A5-8AB2-CA10529C1332\dismhost.exe  {9F2C320C-AF7D-41E9-BDF9-F1B5EC6E579C} ,Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 5a0 -InterruptEvent 0 -NGENProcess 2dc -Pipe 3a4 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent a70 -InterruptEvent 0 -NGENProcess a5c -Pipe a74 -Comment  NGen Worker Process  ,Similar
 C:\Users\Localadmin_zhussain\AppData\Roaming\Adobe\Connect\connectdetector.exe  , C:\Users\zhussain\AppData\Roaming\Adobe\Connect\connectdetector.exe  ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  304962c347a6a42dadbca3fe62fb8220 3L7Yljy8AUOmMPLO.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  7ad43b306fba7b64af22e4272759ecc2 K5odM8IFA0SjNMK8qUYRLA.0.1.0.0.0 ,Similar
 c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\HostSideAdapters\Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0.dll  /queue  :  3 /NoDependencies ," c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.Office.Tools.Word, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ",Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  98d4ece77c6a47e40c9fd93e5c6c6e8d 2toglbja6ku6nER4.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  ed6c8d9dbcdec0f2e39f8f898e8cd879 3gfpgCbAwkaSp+pZ/WWpXA.0.1.0.0.0 ,Similar
 c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\HostSideAdapters\Microsoft.VisualStudio.Tools.Office.HostAdapter.v10.0.dll  /queue  :  3 /NoDependencies ," c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.Office.Tools.Excel, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ",Similar
 C:\WINDOWS\TEMP\B7F870F9-1A11-4D87-90B7-58E116787E70\dismhost.exe  {5D010F77-C0C1-4786-8382-F046BE7501AF} , C:\WINDOWS\TEMP\FF02D9C5-A036-41A5-8AB2-CA10529C1332\dismhost.exe  {9F2C320C-AF7D-41E9-BDF9-F1B5EC6E579C} ,Similar
" c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Contract.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInSideAdapters\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS832708cf3b2a\study\internship\f-secure\man\man-pages-5.01.tar  , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\AppData\Roaming\jupyter\runtime\kernel-f30d0af3-1930-4a26-b9c3-227953dad61d.json  ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS21bde055271f\study\internship\f-secure\meeting_points  25-06.txt , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=85bd9b2f-cefb-45fe-9d39-36115b19f5d4\37745a56-bf14-4375-af61-cae24b0b98e7.jsonl.gz ,Similar
 C:\Program Files\Amazon\AWSCLIV2\aws.exe  s3 sync , C:\Program Files\Amazon\AWSCLIV2\aws.exe  s3 sync  s3://ew1-rds-ds-prd-data-export-hy/data/events/_organization=university_of_helsinki  ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\Juka  s points.txt , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=3e6599e7-f984-4167-9044-775638385318\f9e8a3a8-b270-44af-8406-de6b9bf76e02.jsonl ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  8d8f1b3f76c11d5414e83d7b3afbe217 vDSiYqKU+EO8laa+wEzHfw.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  98d4ece77c6a47e40c9fd93e5c6c6e8d 2toglbja6ku6nER4.0.0.0 ,Similar
.\mingw64\bin\git.exe config --system  filter.lfs.smudge   git-lfs smudge -- %f  , C:\WINDOWS\system32\cmd.exe  /C .\mingw64\bin\git.exe config --system --unset  credential.https://dev.azure.com.useHttpPath  >  C:\WINDOWS\TEMP\is-ET085.tmp\config-set.out   2>C:\WINDOWS\TEMP\is-ET085.tmp\config-set.err  ,Similar
 C:\WINDOWS\TEMP\2E921E59-063E-4CAA-9A94-9E4DADE381DA\dismhost.exe  {DF2AA398-4173-4B10-B202-D3AE3ED667D9} , C:\WINDOWS\TEMP\47885689-3448-4D9F-B623-0A0B3328D028\dismhost.exe  {95F70736-586C-4413-B117-AE99882FBD1E} ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=3e6599e7-f984-4167-9044-775638385318\def10613-1979-4dc4-acae-5d7b69ffa80a.jsonl , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\man\man-pages-5.01.tar  ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS832708cf3b2a\study\internship\f-secure\man\man-pages-5.01.tar  , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=3e6599e7-f984-4167-9044-775638385318\def10613-1979-4dc4-acae-5d7b69ffa80a.jsonl ,Similar
 C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\msodll202016-kb4484251-fullfile-x86-glb.exe  /passive /norestart /quiet , C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\word2016-kb4484510-fullfile-x86-glb.exe  /passive /norestart /quiet ,Similar
 C:\WINDOWS\TEMP\895BFD1F-4C71-4481-9F07-784FB42E01D7\dismhost.exe  {1B090F14-1172-432D-BEB3-0D8891925437} , C:\WINDOWS\TEMP\F10D7C9B-B15E-48F2-94B6-7AE5C111A069\dismhost.exe  {4F939337-2FCF-4749-A4C9-B4359BA3688E} ,Similar
 C:\WINDOWS\SysWOW64\Macromed\Flash\FlashUtil32_32_0_0_387_Plugin.exe  -uninstall plugin -msi , C:\WINDOWS\SysWOW64\Macromed\Flash\FlashUtil32_32_0_0_433_Plugin.exe  -uninstall plugin -msi ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=3e6599e7-f984-4167-9044-775638385318\2376d31a-a3ef-48f7-90e0-2d5316471562.jsonl , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\vscode\0ee1f2d3-9a48-49e0-83fe-e5f34fc48320.txt  ,Similar
 C:\WINDOWS\TEMP\6AD75887-993A-4E31-90CA-49D7B131F54B\dismhost.exe  {CB5A0BFD-CD25-4A2E-81F9-05E7B04A1633} , C:\WINDOWS\TEMP\7123B021-A23C-4AD4-B9AE-D04244569B9D\dismhost.exe  {A58A42A7-2B1D-4234-88FA-63C229E1AB24} ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  992a39a7918b598d94af9e32aeb62db5 +foKjjxW1EqVLy7cP+cObQ.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  e6e756b4fa16fcf3705c5eb212d0fe73 qPGevqJIlk+eCYnvITiIVA.0.1.0.0.0 ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  2c827af73788a5a3b33e7552e7e77a83 pKydUFmm4UidlQQD.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  455019384c962608c1015494719e4809 ExSWtvNzfEOxphtv26isAA.0.1.0.0.0 ,Similar
taskhostw.exe Logon ,taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E} ,Similar
" c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\Contracts\Microsoft.VisualStudio.Tools.Applications.Contract.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\outlook2016-kb4484475-fullfile-x86-glb.exe  /passive /norestart /quiet , C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\outlook2016-kb4484511-fullfile-x86-glb.exe  /passive /norestart /quiet ,Similar
" c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Outlook.HostAdapter.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInSideAdapters\Microsoft.VisualStudio.Tools.Office.Word.AddInAdapter.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  2c827af73788a5a3b33e7552e7e77a83 pKydUFmm4UidlQQD.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  7ad43b306fba7b64af22e4272759ecc2 K5odM8IFA0SjNMK8qUYRLA.0.1.0.0.0 ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  5359dff7d3b1f75e59bad7f9e2fa0d81 cSp2103x+kOcqszo.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  98d4ece77c6a47e40c9fd93e5c6c6e8d 2toglbja6ku6nER4.0.0.0 ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=2\_sensor_id=85bd9b2f-cefb-45fe-9d39-36115b19f5d4\28eb0738-a75c-4eab-97ca-c9573ad40de4.jsonl , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\meeting_points  25-06.txt ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  2a904a7efa1246786242abfee7e87fa4 lGgSa3I9akq1SY25olBZjA.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  4fa45db968aec010b44a36f03fad89a2 E1tRWyHZmE6GV9Okcvue4w.0.1.0.0.0 ,Similar
 c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\HostSideAdapters\Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0.dll  /queue  :  3 /NoDependencies ," c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.Office.Tools.Excel, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ",Similar
 c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\HostSideAdapters\Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0.dll  /queue  :  3 /NoDependencies ," c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Applications.ServerDocument, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ",Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=85bd9b2f-cefb-45fe-9d39-36115b19f5d4\37745a56-bf14-4375-af61-cae24b0b98e7.jsonl , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure_data\00d5664c-184b-417d-a79f-baa285453709.txt  ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Runtime, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInSideAdapters\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\TEMP\6AD75887-993A-4E31-90CA-49D7B131F54B\dismhost.exe  {CB5A0BFD-CD25-4A2E-81F9-05E7B04A1633} , C:\WINDOWS\TEMP\928E5EDF-4C8F-43D9-9B0D-EF4BCA335B32\dismhost.exe  {C779215C-3C71-4307-8E31-06A10DB74350} ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  8df7e2172cd18a54b140212cf0ab797e W0EqdJCs0k6/xPxTnDdsqQ.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  95dd7fdc081e35c1f66f876af2adc41e Vf52EA3R9kmckl0tauz8gw.0.1.0.0.0 ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS21bde055271f\Downloads\test.txt  , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS21bde055271f\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=2\_sensor_id=85bd9b2f-cefb-45fe-9d39-36115b19f5d4\85d7ebaf-4ba1-488b-a89d-f1dd7a188054.jsonl.gz ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  95dd7fdc081e35c1f66f876af2adc41e Vf52EA3R9kmckl0tauz8gw.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  a22f2124c68df7f985017bc2d4794755 c8iRwDxn+UuW58Rz.0.0.0 ,Similar
 C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\lync2016-kb4484501-fullfile-x86-glb.exe  /passive /norestart /quiet , C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\oart2016-kb4484500-fullfile-x86-glb.exe  /passive /norestart /quiet ,Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 3d4 -InterruptEvent 0 -NGENProcess 3a8 -Pipe 3b4 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 328 -InterruptEvent 0 -NGENProcess 480 -Pipe 3a8 -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  7ad43b306fba7b64af22e4272759ecc2 K5odM8IFA0SjNMK8qUYRLA.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  8df7e2172cd18a54b140212cf0ab797e W0EqdJCs0k6/xPxTnDdsqQ.0.1.0.0.0 ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  82efd75b56268f7931b7d4391d22978b +XF85hlkOUm3+oTO7VgggA.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  d2fcf8af42ce08eb0ae5c60e680ba310 bLd6Y12pc0Cdf5b+Qf7V0A.0.1.0.0.0 ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  4fa45db968aec010b44a36f03fad89a2 E1tRWyHZmE6GV9Okcvue4w.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  5359dff7d3b1f75e59bad7f9e2fa0d81 cSp2103x+kOcqszo.0.0.0 ,Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 8e4 -InterruptEvent 0 -NGENProcess 824 -Pipe 888 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent bdc -InterruptEvent 0 -NGENProcess b50 -Pipe bc0 -Comment  NGen Worker Process  ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Runtime.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInViews\Microsoft.VisualStudio.Tools.Applications.Runtime.v10.0.dll  /queue  :  3 /NoDependencies ,Similar
.\mingw64\bin\git.exe config --system  diff.astextplain.textconv   astextplain  , C:\WINDOWS\system32\cmd.exe  /C .\mingw64\bin\git.exe config --system  credential.helper   manager  >  C:\WINDOWS\TEMP\is-ET085.tmp\config-set.out   2>C:\WINDOWS\TEMP\is-ET085.tmp\config-set.err  ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=85bd9b2f-cefb-45fe-9d39-36115b19f5d4\37745a56-bf14-4375-af61-cae24b0b98e7.jsonl , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\meeting_points  21-08.txt ,Similar
 C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\VC_redist_14.27.29112.0_.x64.exe  /passive /norestart /quiet , C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\VC_redist_14.27.29112.0_.x86.exe  /passive /norestart /quiet ,Similar
 C:\WINDOWS\TEMP\0F1634FC-334D-4FD4-B367-E50DD36710CC\dismhost.exe  {1CA9B2E6-B8B0-423E-84EF-FE29CC600229} , C:\WINDOWS\TEMP\3B0C8658-4994-472C-ACEE-88A6BF795E70\dismhost.exe  {1ECC24A4-FB51-4370-A6E8-F8F2A85BD830} ,Similar
 C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_8593324338be39de\IntelCpHDCPSvc.exe  , C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_8593324338be39de\IntelCpHeciSvc.exe  ,Similar
